"","artist","genre","museums","born","firstName","nationality","medium","century"
"628","Lucas Cranach the Elder","Northern Renaissance","Alte Pinakothek, Art Institute of Chicago, Lucas Cranach  at the Detroit Institute of Arts, Fine Arts Museums of San Francisco, Fine Arts Museums of San Francisco, Hermitage Museum, J. Paul Getty Museum, J. Paul Getty Museum, J. Paul Getty Museum, Kress Foundation Collection, Kunsthistorisches Museum, Kunsthistorisches Museum Databank, Liechtenstein Museum, Liechtenstein Museum, Lucas Cranach  at the Louvre Museum, Louvre Museum Graphic Art Database, Mauritshuis Royal Picture Gallery, Mauritshuis Royal Picture Gallery, Metropolitan Museum of Art, Museo de Bellas Artes de Sevilla, Museum of Fine Arts, Museum of Fine Arts, Museum of Fine Arts, National Galleries of Scotland, National Gallery, National Gallery of Art, National Gallery of Canada, National Gallery of Canada, Norton Simon Museum, Prado Museum Database, Rijksmuseum, Smithsonian American Art Museum, Städel Museum, Yale University Art Gallery, Akademie der Bildenden Künst, Art Gallery of Ontario, Beaverbrook Art Gallery, Bob Jones University Museum & Gallery, Brauer Museum of Art at Valparaiso University, Brighton & Hove Museums, Bristol Museum and Art Gallery, Brooklyn Museum, Cincinnati Art Museum, Cleveland Museum of Art, Compton Verney, Compton Verney, Courtauld Institute of Art, Cummer Museum of Art, Fondation Bemberg Museum, Galleria Borghese, Harvard University Art Museums, Herzog Anton Ulrich-Museum, Indianapolis Museum of Art, Kimbell Art Museum, Kunstmuseum Basel, Lázaro Galdiano Foundation Museum, Los Angeles County Museum of Art, Meadows Museum at Southern Methodist University, Memorial Art Gallery of the University of Rochester, Minneapolis Institute of Arts, Musée d'Unterlinden, Musée des Beaux Arts et d'Archéologie de Besançon, Musée des Beaux-Arts de Lyon, Museo Poldi Pezzoli, Museu de Arte de São Paulo, Museu Nacional d'Art de Catalunya, Museumslandschaft Hessen, National Brukenthal Museum, National Museum in Warsaw, National Museum of Art of Romania, National Museum of Western Art, National Museums Liverpool, Nationalmuseum, Nizhni Novgorod Art Museum, North Carolina Museum of Art, Philadelphia Museum of Art, Pomona College Museum of Art, Prague Castle Picture Gallery, Princeton University Art Museum, Pushkin Museum of Fine Arts, Rijksmuseum Twenthe, Ringling Museum of Art, Royal Museums of Fine Arts of Belgium Catalogue, San Diego Museum of Art, Schleswig-Holstein Museums, Seattle Art Museum, Speed Art Museum, Spencer Museum of Art at the University of Kansas, Staatliche Kunsthalle Karlsruhe, Staatsgalerie Stuttgart, State Museums of Berlin, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, Lucas Cranach  at the The British Museum, The Orangerie and the Otto Dix House, The Walters Art Museum, Thyssen-Bornemisza Museum, Thyssen-Bornemisza Museum, Université de Liège Collections, Valtion Taidemuseo (Finnish National Gallery), Valtion Taidemuseo (Finnish National Gallery), Virtual Uffizi, Virtual Uffizi, Vizcaya Museum and Gardens, Wadsworth Atheneum Museum of Art, Wallraf-Richartz-Museum, Wallraf-Richartz-Museum, Winnipeg Art Gallery, Winnipeg Art Gallery, Art Fund for UK Museums, Danish Museums Online, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1472,"Lucas","German","Painter",14
"629","Bruce Crane","Tonalist","Metropolitan Museum of Art, National Gallery of Art, Smithsonian American Art Museum, Addison Gallery of American Art, Carnegie Museum of Art, Crocker Art Museum, Currier Gallery of Art, Farnsworth Art Museum, Figge Art Museum, Florence Griswold Museum, Lauren Rogers Museum of Art, Mattatuck Museum, The Huntington Library, Smithsonian American Art Museum National Art Inventories",1857,"Bruce","American","Painter",18
"630",NA,"Golden Age","Art Institute of Chicago, Birmingham Museums & Art Gallery, Fine Arts Museums of San Francisco, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Musée d'Orsay, Museum of Fine Arts, National Gallery of Art, Royal Academy of Arts Collection, Tate Gallery, Aberdeen Art Gallery and Museums, Brooklyn Museum, Cheltenham Art Gallery and Museum, Christchurch Art Gallery / Te Puna O Waiwhetu, Courtauld Institute of Art, Currier Gallery of Art, Delaware Art Museum, Harvard University Art Museums, Los Angeles County Museum of Art, Manchester City Art Gallery, Philadelphia Museum of Art, State Museums of Florence Digital Archive, Walter Crane at the The British Museum, The Huntington Library, Tullie House Museum & Art Gallery, University of Dundee Fine Art Collection, Victoria and Albert Museum Catalogue, Wichita Art Museum, Art Fund for UK Museums, D'Outre Manche Database of British Art in French Public Collections, Joconde Database of French Museum Collections",1845,"1939","English","Illustrator",18
"631","Ralston Crawford","Precisionist","Art Institute of Chicago, Fine Arts Museums of San Francisco, J. Paul Getty Museum, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Fine Arts, Museum of Modern Art, Museum of Modern Art, National Gallery of Art, San Francisco Museum of Modern Art, Smithsonian American Art Museum, The Phillips Collection, Whitney Museum of American Art, Addison Gallery of American Art, Clay Center for the Arts & Sciences, Cleveland Museum of Art, Five College Museums Collections Database, Fred Jones Jr. Museum of Art at the University of Oklahoma, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, James A. Michener Art Museum, Kemper Museum of Contemporary Art, Kresge Art Museum at Michigan State University, Los Angeles County Museum of Art, Mildred Lane Kemper Art Museum, Philadelphia Museum of Art, Princeton University Art Museum, Terra Foundation for American Art, Tweed Museum of Art at the University of Minnesota, U.S. Bureau of Reclamation Museum Collections, Walker Art Center, Wichita Art Museum",1906,"Ralston","American","Painter",19
"632","Thomas Crawford","Neoclassical","Metropolitan Museum of Art, Museum of Fine Arts, National Gallery of Art, Smithsonian American Art Museum, Carnegie Museum of Art, Chrysler Museum, Harvard University Art Museums, Los Angeles County Museum of Art, U.S. Senate Art Collection, Worcester Art Museum, Smithsonian American Art Museum National Art Inventories",1815,"Thomas","American","Sculptor",18
"633","Gaspar de Crayer","Baroque Era","Fine Arts Museums of San Francisco, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Galleries of Scotland, Prado Museum Database, Rijksmuseum, Cleveland Museum of Art, Courtauld Institute of Art, Dulwich Picture Gallery, Harvard University Art Museums, Le Musée Ingres, Musée des Beaux-Arts de Rennes, Ringling Museum of Art, Royal Museums of Fine Arts of Belgium Catalogue, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Art Fund for UK Museums, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1584,"Gaspar","Flemish","Painter",15
"634","Daniele Crespi","Baroque Era","Drawings from the Biblioteca Ambrosiana, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Prado Museum Database, Blanton Museum of Art at the University of Texas, Courtauld Institute of Art, State Museums of Florence Digital Archive",1598,"Daniele","Italian","Painter",15
"635","Giovanni Battista Crespi","Baroque Era","Drawings from the Biblioteca Ambrosiana, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Galleries of Scotland, Prado Museum Database, Ashmolean Museum at the University of Oxford, Harvard University Art Museums, Museo Diocesano di Milan, Museo Diocesano di Milan, Museo Diocesano di Milan, Palazzo Bianco, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Valtion Taidemuseo (Finnish National Gallery), Valtion Taidemuseo (Finnish National Gallery), Art Fund for UK Museums",1575,"Giovanni","Italian","Painter",15
"636","Giuseppe Maria Crespi","Baroque Era","Art Institute of Chicago, Birmingham Museums & Art Gallery, Detroit Institute of Arts, Fitzwilliam Museum at the University of Cambridge, Hermitage Museum, J. Paul Getty Museum, Kress Foundation Collection, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery, National Gallery of Art, National Gallery of Canada, Prado Museum Database, Vatican Museums, Accademia Carrara, Ashmolean Museum at the University of Oxford, Blanton Museum of Art at the University of Texas, Blanton Museum of Art at the University of Texas, Columbia Museum of Art, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Kimbell Art Museum, Manchester City Art Gallery, Musée des Augustins, Musei Civici d'Arte Antica, National Gallery of Australia, North Carolina Museum of Art, Oklahoma City Museum of Art, Philadelphia Museum of Art, Pinacoteca Nazionale di Bologna, Royal Museums of Fine Arts of Belgium Catalogue, Seattle Art Museum, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Albertina Graphic Art Databank, The Walters Art Museum, Thyssen-Bornemisza Museum, University of Kentucky Art Museum, Virtual Uffizi, Art Fund for UK Museums, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1665,"Giuseppe","Italian","Painter",16
"637","Donato Creti","Baroque Era","Art Institute of Chicago, Detroit Institute of Arts, Drawings from the Biblioteca Ambrosiana, Kress Foundation Collection, Kunsthistorisches Museum Databank, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Musee d'Art Roger-Quilliot, Museum of Fine Arts, National Gallery, National Gallery of Art, Prado Museum Database, Vatican Museums, Accademia Carrara, Blanton Museum of Art at the University of Texas, Courtauld Institute of Art, Courtauld Institute of Art, Harvard University Art Museums, Minneapolis Institute of Arts, Musei Civici d'Arte Antica, National Gallery of Australia, Philadelphia Museum of Art, Pinacoteca Nazionale di Bologna, Princeton University Art Museum, Smart Museum of Art at the University of Chicago, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Albertina Graphic Art Databank, Art Fund for UK Museums, Joconde Database of French Museum Collections",1671,"Donato","Italian","Painter",16
"638","Francis Criss","Precisionist","Smithsonian American Art Museum, Brooklyn Museum, High Museum of Art, Pennsylvania Academy of the Fine Arts, Philadelphia Museum of Art",1901,"Francis","British","Painter",19
"639","Warren Criswell","Contemporary Realist","Unknown",1936,"Warren","American","Painter",19
"640","Allan Rohan Crite","Harlem Renaissance","Art Institute of Chicago, National Gallery of Art, Smithsonian American Art Museum, The Phillips Collection, Addison Gallery of American Art, Bowdoin College Museum of Art, Harvard University Art Museums, Howard University Art Collection, Virtual Museum of Canada",1910,"Allan","American","Painter",19
"641","Carlo Crivelli","Early Renaissance","Art Institute of Chicago, Detroit Institute of Arts, Kress Foundation Collection, Louvre Museum Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery, National Gallery of Art, Rijksmuseum, Vatican Museums, Ashmolean Museum at the University of Oxford, Brooklyn Museum, Cleveland Museum of Art, Denver Art Museum, Harvard University Art Museums, Marche Region Museums, Musei Civici di Ascoli Piceno, Musei Civici di Macerata, Museo Poldi Pezzoli, National Museum of Western Art, Philadelphia Museum of Art, Pinacoteca Civica Francesco Podesti, Royal Museums of Fine Arts of Belgium Catalogue, San Diego Museum of Art, The Wallace Collection, The Walters Art Museum, Victoria and Albert Museum Catalogue, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1430,"Carlo","Italian","Painter",14
"642","Vittorio Crivelli","Early Renaissance","Fitzwilliam Museum at the University of Cambridge, Kress Foundation Collection, Metropolitan Museum of Art, Rijksmuseum, Ashmolean Museum at the University of Oxford, Harvard University Art Museums, Musei Civici di Fermo, Philadelphia Museum of Art, The Walters Art Museum, Victoria and Albert Museum Catalogue, Victoria and Albert Museum Catalogue, UK National Inventory of Continental European Paintings (NICE)",1440,"Vittorio","Italian","Painter",14
"643","John Crome","Romantic","Art Institute of Chicago, Fine Arts Museums of San Francisco, Fitzwilliam Museum at the University of Cambridge, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery of Art, Norton Simon Museum, Tate Gallery, Art Gallery of Greater Victoria, Ashmolean Museum at the University of Oxford, Christchurch Art Gallery / Te Puna O Waiwhetu, Cleveland Museum of Art, Courtauld Institute of Art, Currier Gallery of Art, Harvard University Art Museums, Lauren Rogers Museum of Art, Manchester City Art Gallery, Mildred Lane Kemper Art Museum, National Gallery of Victoria, National Library of Australia, Nickle Arts Museum at the University of Calgary, Norwich Museums, Philadelphia Museum of Art, The Huntington Library, Victoria and Albert Museum Catalogue, Art Fund for UK Museums, D'Outre Manche Database of British Art in French Public Collections",1768,"John","English","Painter",17
"644","Jean de la Croix I","Baroque Era","J. Paul Getty Museum",1662,"Jean","French","Textile Artist",16
"645","Anthonie Jansz. van der Croos","Baroque Era","J. Paul Getty Museum, Louvre Museum Graphic Art Database, Art Gallery of Greater Victoria, Bowes Museum, Musée des Augustins, Museum Bredius, Rijksmuseum Twenthe, Slovensk� N�rodn� Gal�ria (Slovak National Gallery), Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, Valtion Taidemuseo (Finnish National Gallery), UK National Inventory of Continental European Paintings (NICE)",1606,"Anthonie","Dutch","Painter",16
"646","Jasper Francis Cropsey","Hudson River School","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Fine Arts, Museum of Fine Arts, National Gallery of Art, Smithsonian American Art Museum, The Newington-Cropsey Foundation, Addison Gallery of American Art, Akron Art Museum, Albany Institute of History and Art, Allen Art Museum at Oberlin College, Bowdoin College Museum of Art, Brooklyn Museum, Brooklyn Museum/Luce Center for American Art, Canton Museum of Art, Carnegie Museum of Art, Chrysler Museum, Cleveland Museum of Art, Corcoran Gallery of Art, Crystal Bridges Museum of American Art, Currier Gallery of Art, Hudson River Museum, Indianapolis Museum of Art, Los Angeles County Museum of Art, Mattatuck Museum, Memorial Art Gallery of the University of Rochester, Middlebury College Museum of Art, Minneapolis Institute of Arts, Museum of the City of New York, Museum of the National Academy of Design, New-York Historical Society, North Carolina Museum of Art, Pennsylvania Academy of the Fine Arts, Princeton University Art Museum, Reynolda House Museum of American Art, Samuel Dorsky Museum of Art, Samuel Dorsky Museum of Art, Smithsonian Archives of American Art, St. Johnsbury Athenaeum, St. Johnsbury Athenaeum, The Newark Museum, Thyssen-Bornemisza Museum, Timken Museum of Art, Toledo Museum of Art, Virginia Museum of Fine Arts, Westmoreland Museum of American Art, Wichita Art Museum, Smithsonian American Art Museum National Art Inventories",1823,"Jasper","American","Painter",18
"647","Giovanni Battista Crosato","Baroque Era","National Gallery of Art, Ca' Rezzonico - Museo del Settecento Veneziano, Ca' Rezzonico - Museo del Settecento Veneziano, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Harvard University Art Museums, State Museums of Florence Digital Archive",1686,"Giovanni","Italian","Painter",16
