"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"12381","2010/2011",9,"Netherlands","Netherlands Eredivisie","VVV-Venlo","AZ Alkmaar","A",1.39700480023036
"12382","2010/2011",9,"Netherlands","Netherlands Eredivisie","Willem II","PSV Eindhoven","A",1.01731680442448
"12383","2010/2011",9,"Netherlands","Netherlands Eredivisie","FC Groningen","SC Heerenveen","H",1.51194828393769
"12384","2010/2011",9,"Netherlands","Netherlands Eredivisie","Heracles","NEC Nijmegen","H",1.55220596807739
"12385","2010/2011",9,"Netherlands","Netherlands Eredivisie","Roda","Vitesse","H",1.44312290429558
"12386","2011/2012",1,"Netherlands","Netherlands Eredivisie","VVV-Venlo","FC Utrecht","D",1.55897141396846
"12387","2011/2012",1,"Netherlands","Netherlands Eredivisie","SC Heerenveen","NEC Nijmegen","D",1.44175967374738
"12388","2011/2012",1,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Heracles","D",1.55430674148185
"12389","2011/2012",1,"Netherlands","Netherlands Eredivisie","Roda","FC Groningen","H",1.55544897200951
"12390","2011/2012",1,"Netherlands","Netherlands Eredivisie","De Graafschap","Ajax","A",1.10169434759242
"12391","2011/2012",1,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Vitesse","D",1.51835500921606
"12392","2011/2012",1,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","PSV Eindhoven","H",1.56450900174172
"12393","2011/2012",1,"Netherlands","Netherlands Eredivisie","NAC Breda","Twente","A",1.36861244367226
"12394","2011/2012",10,"Netherlands","Netherlands Eredivisie","De Graafschap","NAC Breda","H",1.56381768908534
"12395","2011/2012",10,"Netherlands","Netherlands Eredivisie","VVV-Venlo","RKC Waalwijk","H",1.53669536580848
"12396","2011/2012",10,"Netherlands","Netherlands Eredivisie","Excelsior","Heracles","A",1.33793947707474
"12397","2011/2012",10,"Netherlands","Netherlands Eredivisie","ADO Den Haag","NEC Nijmegen","H",1.46532340869247
"12398","2011/2012",10,"Netherlands","Netherlands Eredivisie","FC Utrecht","SC Heerenveen","A",1.54838167327776
"12399","2011/2012",10,"Netherlands","Netherlands Eredivisie","Ajax","Feyenoord","D",1.27735251104088
"12400","2011/2012",10,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Roda","H",1.06422242980887
"12401","2011/2012",10,"Netherlands","Netherlands Eredivisie","FC Groningen","Twente","D",1.42593021353128
"12402","2011/2012",10,"Netherlands","Netherlands Eredivisie","Vitesse","PSV Eindhoven","D",1.31514346186098
"12403","2011/2012",11,"Netherlands","Netherlands Eredivisie","NAC Breda","VVV-Venlo","H",1.32031622961861
"12404","2011/2012",11,"Netherlands","Netherlands Eredivisie","Roda","Ajax","A",1.34710888830659
"12405","2011/2012",11,"Netherlands","Netherlands Eredivisie","Excelsior","RKC Waalwijk","H",1.4207348835
"12406","2011/2012",11,"Netherlands","Netherlands Eredivisie","SC Heerenveen","ADO Den Haag","H",1.41236287320005
"12407","2011/2012",11,"Netherlands","Netherlands Eredivisie","Twente","PSV Eindhoven","D",1.56403350776678
"12408","2011/2012",11,"Netherlands","Netherlands Eredivisie","De Graafschap","Vitesse","A",1.53221992583723
"12409","2011/2012",11,"Netherlands","Netherlands Eredivisie","FC Groningen","Feyenoord","H",1.56101646670768
"12410","2011/2012",11,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","FC Utrecht","H",1.56335056825652
"12411","2011/2012",11,"Netherlands","Netherlands Eredivisie","Heracles","AZ Alkmaar","A",1.47653959434227
"12412","2011/2012",12,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Excelsior","D",1.42890626823367
"12413","2011/2012",12,"Netherlands","Netherlands Eredivisie","NAC Breda","Vitesse","H",1.56547131440523
"12414","2011/2012",12,"Netherlands","Netherlands Eredivisie","Roda","SC Heerenveen","A",1.56286184985491
"12415","2011/2012",12,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","FC Groningen","D",1.5511475801868
"12416","2011/2012",12,"Netherlands","Netherlands Eredivisie","Twente","De Graafschap","H",0.84121443682312
"12417","2011/2012",12,"Netherlands","Netherlands Eredivisie","FC Utrecht","Ajax","H",1.32964918485353
"12418","2011/2012",12,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","ADO Den Haag","H",1.09118343943816
"12419","2011/2012",12,"Netherlands","Netherlands Eredivisie","Feyenoord","NEC Nijmegen","A",1.25552630381655
"12420","2011/2012",12,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Heracles","H",1.04809718692664
"12421","2011/2012",13,"Netherlands","Netherlands Eredivisie","De Graafschap","PSV Eindhoven","A",1.10699225894075
"12422","2011/2012",13,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Roda","A",1.43661224175012
"12423","2011/2012",13,"Netherlands","Netherlands Eredivisie","SC Heerenveen","RKC Waalwijk","D",1.23569010873214
"12424","2011/2012",13,"Netherlands","Netherlands Eredivisie","Heracles","Twente","D",1.4184887123596
"12425","2011/2012",13,"Netherlands","Netherlands Eredivisie","Ajax","NAC Breda","D",0.932079287059337
"12426","2011/2012",13,"Netherlands","Netherlands Eredivisie","ADO Den Haag","FC Utrecht","D",1.55219412481508
"12427","2011/2012",13,"Netherlands","Netherlands Eredivisie","Vitesse","Feyenoord","A",1.54593576133495
"12428","2011/2012",13,"Netherlands","Netherlands Eredivisie","FC Groningen","VVV-Venlo","H",0.931373937579992
"12429","2011/2012",13,"Netherlands","Netherlands Eredivisie","Excelsior","AZ Alkmaar","D",1.07537246342207
"12430","2011/2012",14,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","FC Utrecht","H",1.12586309720297
"12431","2011/2012",14,"Netherlands","Netherlands Eredivisie","NAC Breda","SC Heerenveen","D",1.56518443710892
"12432","2011/2012",14,"Netherlands","Netherlands Eredivisie","VVV-Venlo","De Graafschap","A",1.55327851209587
"12433","2011/2012",14,"Netherlands","Netherlands Eredivisie","Roda","Heracles","H",1.56589893156914
"12434","2011/2012",14,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","FC Groningen","H",1.14820255575783
"12435","2011/2012",14,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Feyenoord","A",1.54009708109729
"12436","2011/2012",14,"Netherlands","Netherlands Eredivisie","Excelsior","ADO Den Haag","D",1.54717718548634
"12437","2011/2012",14,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Ajax","A",1.28082800344313
"12438","2011/2012",14,"Netherlands","Netherlands Eredivisie","Twente","Vitesse","D",1.05478483912559
"12439","2011/2012",15,"Netherlands","Netherlands Eredivisie","Heracles","VVV-Venlo","H",1.09666302442344
"12440","2011/2012",15,"Netherlands","Netherlands Eredivisie","FC Groningen","NEC Nijmegen","D",1.38822206958664
"12441","2011/2012",15,"Netherlands","Netherlands Eredivisie","ADO Den Haag","NAC Breda","H",1.55685161730372
"12442","2011/2012",15,"Netherlands","Netherlands Eredivisie","De Graafschap","Roda","A",1.56508009992334
"12443","2011/2012",15,"Netherlands","Netherlands Eredivisie","Ajax","Excelsior","H",0.732454241309507
"12444","2011/2012",15,"Netherlands","Netherlands Eredivisie","Feyenoord","PSV Eindhoven","H",1.5350014830908
"12445","2011/2012",15,"Netherlands","Netherlands Eredivisie","Vitesse","RKC Waalwijk","H",1.39605261843506
"12446","2011/2012",15,"Netherlands","Netherlands Eredivisie","FC Utrecht","Twente","A",1.39888139050959
"12447","2011/2012",15,"Netherlands","Netherlands Eredivisie","SC Heerenveen","AZ Alkmaar","H",1.55148685347353
"12448","2011/2012",16,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Heracles","H",1.56517871128006
"12449","2011/2012",16,"Netherlands","Netherlands Eredivisie","Twente","NEC Nijmegen","H",0.912889874799815
"12450","2011/2012",16,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","De Graafschap","H",0.829716088358969
"12451","2011/2012",16,"Netherlands","Netherlands Eredivisie","Excelsior","SC Heerenveen","A",1.27178109016316
"12452","2011/2012",16,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","NAC Breda","H",0.865988328400089
"12453","2011/2012",16,"Netherlands","Netherlands Eredivisie","FC Utrecht","Feyenoord","D",1.55400149517566
"12454","2011/2012",16,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Ajax","A",1.19239764463982
"12455","2011/2012",16,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Roda","H",1.41166732656936
"12456","2011/2012",16,"Netherlands","Netherlands Eredivisie","Vitesse","FC Groningen","D",1.53718983493513
"12457","2011/2012",17,"Netherlands","Netherlands Eredivisie","De Graafschap","RKC Waalwijk","A",1.56607657193374
"12458","2011/2012",17,"Netherlands","Netherlands Eredivisie","Heracles","Vitesse","A",1.50681644755633
"12459","2011/2012",17,"Netherlands","Netherlands Eredivisie","Roda","Excelsior","H",1.06943663724247
"12460","2011/2012",17,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","VVV-Venlo","H",1.27794566033136
"12461","2011/2012",17,"Netherlands","Netherlands Eredivisie","FC Groningen","FC Utrecht","H",1.38552771074415
"12462","2011/2012",17,"Netherlands","Netherlands Eredivisie","Ajax","ADO Den Haag","H",0.930797762623792
"12463","2011/2012",17,"Netherlands","Netherlands Eredivisie","NAC Breda","AZ Alkmaar","H",1.3967548752343
"12464","2011/2012",17,"Netherlands","Netherlands Eredivisie","Feyenoord","Twente","H",1.56295592390404
"12465","2011/2012",17,"Netherlands","Netherlands Eredivisie","SC Heerenveen","PSV Eindhoven","A",1.47918736382435
"12466","2011/2012",18,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Roda","D",1.53148962909893
"12467","2011/2012",18,"Netherlands","Netherlands Eredivisie","De Graafschap","SC Heerenveen","A",1.37426379317997
"12468","2011/2012",18,"Netherlands","Netherlands Eredivisie","Twente","RKC Waalwijk","H",1.01714885710587
"12469","2011/2012",18,"Netherlands","Netherlands Eredivisie","Excelsior","NAC Breda","H",1.42380048452845
"12470","2011/2012",18,"Netherlands","Netherlands Eredivisie","FC Utrecht","PSV Eindhoven","D",1.23388472138565
"12471","2011/2012",18,"Netherlands","Netherlands Eredivisie","Vitesse","NEC Nijmegen","A",1.39380523668321
"12472","2011/2012",18,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Feyenoord","H",1.24758075715866
"12473","2011/2012",18,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Ajax","D",1.56524948334153
"12474","2011/2012",18,"Netherlands","Netherlands Eredivisie","FC Groningen","Heracles","H",1.43380576109563
"12475","2011/2012",19,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Vitesse","H",1.01134668743501
"12476","2011/2012",19,"Netherlands","Netherlands Eredivisie","SC Heerenveen","FC Utrecht","H",1.34584017897288
"12477","2011/2012",19,"Netherlands","Netherlands Eredivisie","NAC Breda","De Graafschap","D",1.39508554887099
"12478","2011/2012",19,"Netherlands","Netherlands Eredivisie","Heracles","Excelsior","H",1.10518574550428
"12479","2011/2012",19,"Netherlands","Netherlands Eredivisie","Roda","AZ Alkmaar","H",1.42024755388087
"12480","2011/2012",19,"Netherlands","Netherlands Eredivisie","Feyenoord","Ajax","H",1.55412803149294
"12481","2011/2012",19,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","VVV-Venlo","H",1.41474500446129
"12482","2011/2012",19,"Netherlands","Netherlands Eredivisie","Twente","FC Groningen","H",1.24583202553615
"12483","2011/2012",19,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","ADO Den Haag","H",1.53156932758835
"12484","2011/2012",2,"Netherlands","Netherlands Eredivisie","Twente","AZ Alkmaar","H",1.47883115696642
"12485","2011/2012",2,"Netherlands","Netherlands Eredivisie","Vitesse","VVV-Venlo","H",1.3682208732422
"12486","2011/2012",2,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","RKC Waalwijk","H",0.919785440632138
"12487","2011/2012",2,"Netherlands","Netherlands Eredivisie","Feyenoord","Roda","H",1.47254025955714
"12488","2011/2012",2,"Netherlands","Netherlands Eredivisie","FC Utrecht","De Graafschap","D",1.34984613737898
"12489","2011/2012",2,"Netherlands","Netherlands Eredivisie","Heracles","NAC Breda","H",1.44562176817073
"12490","2011/2012",2,"Netherlands","Netherlands Eredivisie","Ajax","SC Heerenveen","H",1.03287502399975
"12491","2011/2012",2,"Netherlands","Netherlands Eredivisie","FC Groningen","ADO Den Haag","H",1.43424276597892
"12492","2011/2012",2,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Excelsior","H",1.30614174740341
"12493","2011/2012",20,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Roda","H",1.33784846595109
"12494","2011/2012",20,"Netherlands","Netherlands Eredivisie","ADO Den Haag","AZ Alkmaar","A",1.39604674840493
"12495","2011/2012",20,"Netherlands","Netherlands Eredivisie","Vitesse","NAC Breda","H",1.42913763756242
"12496","2011/2012",20,"Netherlands","Netherlands Eredivisie","Excelsior","VVV-Venlo","H",1.55861164912578
"12497","2011/2012",20,"Netherlands","Netherlands Eredivisie","Heracles","PSV Eindhoven","D",1.374169336386
"12498","2011/2012",20,"Netherlands","Netherlands Eredivisie","Ajax","FC Utrecht","A",1.00864910732182
"12499","2011/2012",20,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Feyenoord","A",1.55857003638618
"12500","2011/2012",20,"Netherlands","Netherlands Eredivisie","De Graafschap","Twente","A",1.19394371490356
"12501","2011/2012",20,"Netherlands","Netherlands Eredivisie","FC Groningen","RKC Waalwijk","A",1.34461788757985
"12502","2011/2012",21,"Netherlands","Netherlands Eredivisie","Twente","Heracles","A",1.12379849441112
"12503","2011/2012",21,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Excelsior","H",0.768605371333823
"12504","2011/2012",21,"Netherlands","Netherlands Eredivisie","VVV-Venlo","FC Groningen","H",1.53422431824313
"12505","2011/2012",21,"Netherlands","Netherlands Eredivisie","Roda","NEC Nijmegen","H",1.50738874139896
"12506","2011/2012",21,"Netherlands","Netherlands Eredivisie","NAC Breda","Ajax","A",1.393280949576
"12507","2011/2012",21,"Netherlands","Netherlands Eredivisie","FC Utrecht","ADO Den Haag","D",1.47708292182548
"12508","2011/2012",21,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","De Graafschap","H",0.762732080413713
"12509","2011/2012",21,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","SC Heerenveen","A",1.53442509586602
"12510","2011/2012",21,"Netherlands","Netherlands Eredivisie","Feyenoord","Vitesse","H",1.32567809033191
"12511","2011/2012",22,"Netherlands","Netherlands Eredivisie","SC Heerenveen","NAC Breda","H",1.16746876462652
"12512","2011/2012",22,"Netherlands","Netherlands Eredivisie","Heracles","Roda","H",1.39275221654255
"12513","2011/2012",22,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Excelsior","D",1.26274167315083
"12514","2011/2012",22,"Netherlands","Netherlands Eredivisie","De Graafschap","VVV-Venlo","A",1.53345632223508
"12515","2011/2012",22,"Netherlands","Netherlands Eredivisie","Vitesse","Twente","A",1.44355971596114
"12516","2011/2012",22,"Netherlands","Netherlands Eredivisie","FC Groningen","PSV Eindhoven","H",1.37006348163691
"12517","2011/2012",22,"Netherlands","Netherlands Eredivisie","Ajax","NEC Nijmegen","H",1.13124265438325
"12518","2011/2012",22,"Netherlands","Netherlands Eredivisie","FC Utrecht","AZ Alkmaar","H",1.38102584669025
"12519","2011/2012",22,"Netherlands","Netherlands Eredivisie","Feyenoord","RKC Waalwijk","D",1.21518775255773
"12520","2011/2012",23,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Vitesse","H",1.56017476965733
"12521","2011/2012",23,"Netherlands","Netherlands Eredivisie","NAC Breda","ADO Den Haag","H",1.50918040301243
"12522","2011/2012",23,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Heracles","H",1.44665265558699
"12523","2011/2012",23,"Netherlands","Netherlands Eredivisie","Roda","De Graafschap","A",1.13866867479247
"12524","2011/2012",23,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","SC Heerenveen","D",1.41935887122423
"12525","2011/2012",23,"Netherlands","Netherlands Eredivisie","Excelsior","Ajax","A",1.08721850306551
"12526","2011/2012",23,"Netherlands","Netherlands Eredivisie","Twente","FC Utrecht","H",1.09109280212997
"12527","2011/2012",23,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Feyenoord","H",1.27979894566726
"12528","2011/2012",23,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","FC Groningen","H",1.56149330771194
"12529","2011/2012",24,"Netherlands","Netherlands Eredivisie","ADO Den Haag","SC Heerenveen","D",1.41897046503474
"12530","2011/2012",24,"Netherlands","Netherlands Eredivisie","VVV-Venlo","NAC Breda","H",1.54982828866263
"12531","2011/2012",24,"Netherlands","Netherlands Eredivisie","RKC Waalwijk","Excelsior","H",1.2473806858917
"12532","2011/2012",24,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Heracles","H",1.21422764566887
"12533","2011/2012",24,"Netherlands","Netherlands Eredivisie","Ajax","Roda","H",1.03056124195461
"12534","2011/2012",24,"Netherlands","Netherlands Eredivisie","FC Utrecht","NEC Nijmegen","D",1.5293290473416
"12535","2011/2012",24,"Netherlands","Netherlands Eredivisie","Vitesse","De Graafschap","H",1.16862052769138
"12536","2011/2012",24,"Netherlands","Netherlands Eredivisie","Feyenoord","FC Groningen","H",1.32597257280196
"12537","2011/2012",24,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Twente","A",1.4927431272882
"12538","2011/2012",25,"Netherlands","Netherlands Eredivisie","Roda","VVV-Venlo","H",1.38764350238463
"12539","2011/2012",25,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Twente","H",1.38900942569461
"12540","2011/2012",25,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Excelsior","H",0.938594485310355
"12541","2011/2012",25,"Netherlands","Netherlands Eredivisie","Heracles","ADO Den Haag","A",1.30477723366468
"12542","2011/2012",25,"Netherlands","Netherlands Eredivisie","NAC Breda","PSV Eindhoven","H",1.27794071975337
"12543","2011/2012",25,"Netherlands","Netherlands Eredivisie","Feyenoord","FC Utrecht","D",1.17990560615177
"12544","2011/2012",25,"Netherlands","Netherlands Eredivisie","De Graafschap","AZ Alkmaar","A",1.19821437922621
"12545","2011/2012",25,"Netherlands","Netherlands Eredivisie","FC Groningen","Vitesse","A",1.51973660352177
"12546","2011/2012",25,"Netherlands","Netherlands Eredivisie","Ajax","RKC Waalwijk","H",0.98942014914174
"12547","2011/2012",26,"Netherlands","Netherlands Eredivisie","Vitesse","Heracles","H",1.5326946014619
